aeroporto;data_operacao;data_fim;id_posicao;posicao_txt;patio_txt;cia_sigla;voo_chegada;voo_saida;prefixo;envergadura_m;hora_inicio;hora_fim;portao;tipo_registro;pesquisado;observacao;equipamento;internacional;ativo
NAVEGANTES;01/09/2026;01/09/2026;5;T5;PRINCIPAL;AZU;4910;2704;;;430;475;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;01/09/2026;01/09/2026;6;T6;PRINCIPAL;TAM;3988;3989;;;480;520;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;01/09/2026;01/09/2026;4;T4;PRINCIPAL;GLO;1212;1215;;;505;580;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;01/09/2026;3;T3;PRINCIPAL;GLO;1874;1851;;;540;580;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;01/09/2026;4;T4;PRINCIPAL;GLO;1214;1217;;;600;705;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;01/09/2026;6;T6;PRINCIPAL;TAM;3404;3607;;;605;645;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;01/09/2026;01/09/2026;3;T3;PRINCIPAL;GLO;1224;1225;;;640;685;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;01/09/2026;6;T6;PRINCIPAL;TAM;3144;3145;;;655;695;1;VOO;0;PROGRAMACAO SET26;A319;0;1
NAVEGANTES;01/09/2026;01/09/2026;2;T2;PRINCIPAL;AZU;4165;4170;;;680;720;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;01/09/2026;01/09/2026;6;T6;PRINCIPAL;TAM;3272;3273;;;835;875;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;01/09/2026;01/09/2026;5;T5;PRINCIPAL;AZU;4558;4630;;;910;960;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;01/09/2026;01/09/2026;4;T4;PRINCIPAL;GLO;2165;1471;;;935;975;4;VOO;0;PROGRAMACAO SET26;B38M;0;1
NAVEGANTES;01/09/2026;01/09/2026;3;T3;PRINCIPAL;GLO;1216;1219;;;940;990;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;01/09/2026;6;T6;PRINCIPAL;TAM;3142;3143;;;985;1045;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;01/09/2026;01/09/2026;6;T6;PRINCIPAL;TAM;3778;3779;;;1055;1100;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;01/09/2026;01/09/2026;4;T4;PRINCIPAL;GLO;1218;1221;;;1085;1135;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;01/09/2026;3;T3;PRINCIPAL;GLO;1228;1229;;;1105;1150;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;01/09/2026;5;T5;PRINCIPAL;GLO;1854;1855;;;1115;1215;1;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;01/09/2026;2;T2;PRINCIPAL;AZU;4958;2861;;;1140;1190;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;01/09/2026;01/09/2026;4;T4;PRINCIPAL;TAM;3408;3411;;;1145;1195;2;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;01/09/2026;01/09/2026;3;T3;PRINCIPAL;TAM;3140;3141;;;1180;1220;5;VOO;0;PROGRAMACAO SET26;A319;0;1
NAVEGANTES;01/09/2026;02/09/2026;4;T4;PRINCIPAL;GLO;1856;1857;;;1390;370;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;02/09/2026;3;T3;PRINCIPAL;GLO;1230;1231;;;1400;380;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;01/09/2026;02/09/2026;6;T6;PRINCIPAL;TAM;3304;3305;;;1405;310;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;02/09/2026;02/09/2026;5;T5;PRINCIPAL;AZU;4910;2704;;;430;475;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;02/09/2026;02/09/2026;6;T6;PRINCIPAL;TAM;3988;3989;;;480;520;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;02/09/2026;02/09/2026;4;T4;PRINCIPAL;GLO;1212;1215;;;505;580;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;3;T3;PRINCIPAL;GLO;1874;1851;;;540;580;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;6;T6;PRINCIPAL;TAM;3404;3607;;;585;645;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;02/09/2026;02/09/2026;4;T4;PRINCIPAL;GLO;1214;1217;;;600;705;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;3;T3;PRINCIPAL;GLO;1224;1225;;;640;685;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;6;T6;PRINCIPAL;TAM;3144;3145;;;655;695;1;VOO;0;PROGRAMACAO SET26;A319;0;1
NAVEGANTES;02/09/2026;02/09/2026;2;T2;PRINCIPAL;AZU;4165;2597;;;660;700;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;02/09/2026;02/09/2026;4;T4;PRINCIPAL;GLO;9110;9111;;;720;760;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;6;T6;PRINCIPAL;TAM;3272;3273;;;835;875;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;02/09/2026;02/09/2026;5;T5;PRINCIPAL;AZU;2595;4630;;;910;960;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;02/09/2026;02/09/2026;4;T4;PRINCIPAL;GLO;1470;2187;;;925;975;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;3;T3;PRINCIPAL;GLO;1216;1219;;;940;990;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;6;T6;PRINCIPAL;TAM;3142;3143;;;985;1045;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;02/09/2026;02/09/2026;6;T6;PRINCIPAL;TAM;3778;3779;;;1055;1100;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;02/09/2026;02/09/2026;4;T4;PRINCIPAL;GLO;1218;1221;;;1085;1135;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;3;T3;PRINCIPAL;GLO;1228;1229;;;1105;1150;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;5;T5;PRINCIPAL;GLO;1854;1855;;;1115;1165;1;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;02/09/2026;2;T2;PRINCIPAL;AZU;4958;2861;;;1140;1190;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;02/09/2026;02/09/2026;4;T4;PRINCIPAL;TAM;3408;3411;;;1145;1195;2;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;02/09/2026;02/09/2026;6;T6;PRINCIPAL;TAM;3140;3141;;;1180;1220;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;02/09/2026;03/09/2026;4;T4;PRINCIPAL;GLO;1856;1857;;;1370;370;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;03/09/2026;3;T3;PRINCIPAL;GLO;1230;1231;;;1400;375;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;02/09/2026;03/09/2026;6;T6;PRINCIPAL;TAM;3304;3305;;;1405;310;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;03/09/2026;5;T5;PRINCIPAL;AZU;4910;2704;;;430;475;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;03/09/2026;03/09/2026;6;T6;PRINCIPAL;TAM;3988;3989;;;480;520;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;03/09/2026;4;T4;PRINCIPAL;GLO;1212;1215;;;505;580;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;03/09/2026;3;T3;PRINCIPAL;GLO;1874;1851;;;540;580;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;03/09/2026;4;T4;PRINCIPAL;GLO;1214;1217;;;600;705;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;03/09/2026;6;T6;PRINCIPAL;TAM;3404;3607;;;605;645;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;03/09/2026;3;T3;PRINCIPAL;GLO;1224;1225;;;640;685;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;03/09/2026;6;T6;PRINCIPAL;TAM;3144;3145;;;655;695;1;VOO;0;PROGRAMACAO SET26;A319;0;1
NAVEGANTES;03/09/2026;03/09/2026;2;T2;PRINCIPAL;AZU;4165;4170;;;660;700;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;03/09/2026;03/09/2026;6;T6;PRINCIPAL;TAM;3272;3273;;;835;875;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;03/09/2026;6;T6;PRINCIPAL;TAM;9006;9007;;;905;950;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;03/09/2026;3;T3;PRINCIPAL;AZU;4558;4630;;;910;960;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;03/09/2026;03/09/2026;4;T4;PRINCIPAL;GLO;1470;1471;;;925;975;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;03/09/2026;2;T2;PRINCIPAL;GLO;1216;1219;;;940;990;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;03/09/2026;6;T6;PRINCIPAL;TAM;3142;3143;;;985;1045;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;03/09/2026;6;T6;PRINCIPAL;TAM;3778;3779;;;1055;1100;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;03/09/2026;4;T4;PRINCIPAL;GLO;1218;1221;;;1085;1135;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;03/09/2026;3;T3;PRINCIPAL;GLO;1228;1229;;;1105;1150;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;03/09/2026;5;T5;PRINCIPAL;GLO;1854;1855;;;1115;1215;1;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;03/09/2026;2;T2;PRINCIPAL;AZU;4958;2861;;;1140;1190;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;03/09/2026;03/09/2026;4;T4;PRINCIPAL;TAM;3408;3411;;;1145;1185;2;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;03/09/2026;3;T3;PRINCIPAL;TAM;3140;3141;;;1180;1220;5;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;04/09/2026;6;T6;PRINCIPAL;TAM;3304;3305;;;1375;310;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;03/09/2026;04/09/2026;4;T4;PRINCIPAL;GLO;1856;1857;;;1390;370;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;03/09/2026;04/09/2026;3;T3;PRINCIPAL;GLO;1230;1231;;;1400;380;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;04/09/2026;5;T5;PRINCIPAL;AZU;4910;2704;;;430;475;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;04/09/2026;04/09/2026;6;T6;PRINCIPAL;TAM;3988;3989;;;480;520;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;04/09/2026;04/09/2026;4;T4;PRINCIPAL;GLO;1212;1215;;;505;580;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;04/09/2026;3;T3;PRINCIPAL;GLO;1874;1851;;;540;580;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;04/09/2026;6;T6;PRINCIPAL;TAM;3404;3607;;;585;635;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;04/09/2026;04/09/2026;4;T4;PRINCIPAL;GLO;1214;1217;;;600;705;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;04/09/2026;3;T3;PRINCIPAL;GLO;1224;1225;;;640;685;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;04/09/2026;6;T6;PRINCIPAL;TAM;3144;3145;;;655;695;1;VOO;0;PROGRAMACAO SET26;A319;0;1
NAVEGANTES;04/09/2026;04/09/2026;2;T2;PRINCIPAL;AZU;4165;4170;;;660;700;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;04/09/2026;04/09/2026;6;T6;PRINCIPAL;TAM;3272;3273;;;835;875;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;04/09/2026;04/09/2026;5;T5;PRINCIPAL;AZU;4558;4630;;;910;960;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;04/09/2026;04/09/2026;4;T4;PRINCIPAL;GLO;2165;2187;;;935;975;4;VOO;0;PROGRAMACAO SET26;B38M;0;1
NAVEGANTES;04/09/2026;04/09/2026;3;T3;PRINCIPAL;GLO;1216;1219;;;940;990;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;04/09/2026;6;T6;PRINCIPAL;TAM;3142;3143;;;985;1045;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;04/09/2026;04/09/2026;6;T6;PRINCIPAL;TAM;3778;3779;;;1055;1100;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;04/09/2026;04/09/2026;4;T4;PRINCIPAL;GLO;1218;1221;;;1085;1135;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;04/09/2026;3;T3;PRINCIPAL;GLO;1228;1229;;;1105;1150;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;04/09/2026;5;T5;PRINCIPAL;GLO;1854;1855;;;1115;1165;1;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;04/09/2026;2;T2;PRINCIPAL;AZU;4958;2861;;;1140;1190;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;04/09/2026;04/09/2026;4;T4;PRINCIPAL;TAM;3408;3411;;;1145;1195;2;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;04/09/2026;04/09/2026;6;T6;PRINCIPAL;TAM;3140;3141;;;1180;1220;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;04/09/2026;05/09/2026;4;T4;PRINCIPAL;GLO;1856;1857;;;1370;370;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;05/09/2026;3;T3;PRINCIPAL;GLO;1230;1231;;;1400;390;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;04/09/2026;05/09/2026;6;T6;PRINCIPAL;TAM;3304;3305;;;1405;310;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;05/09/2026;05/09/2026;5;T5;PRINCIPAL;AZU;4910;2704;;;430;475;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;05/09/2026;05/09/2026;4;T4;PRINCIPAL;TAM;3772;3989;;;435;485;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;05/09/2026;05/09/2026;4;T4;PRINCIPAL;GLO;1874;1851;;;540;580;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;05/09/2026;05/09/2026;6;T6;PRINCIPAL;TAM;3404;3607;;;585;630;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;05/09/2026;05/09/2026;4;T4;PRINCIPAL;GLO;1214;1217;;;615;665;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;05/09/2026;05/09/2026;3;T3;PRINCIPAL;TAM;3144;3145;;;620;670;2;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;05/09/2026;05/09/2026;5;T5;PRINCIPAL;GLO;1224;1225;;;635;675;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;05/09/2026;05/09/2026;2;T2;PRINCIPAL;AZU;4165;4170;;;660;700;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;05/09/2026;05/09/2026;6;T6;PRINCIPAL;TAM;4608;4609;;;825;865;1;VOO;0;PROGRAMACAO SET26;A319;0;1
NAVEGANTES;05/09/2026;05/09/2026;5;T5;PRINCIPAL;AZU;4558;4630;;;910;960;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;05/09/2026;05/09/2026;4;T4;PRINCIPAL;GLO;1470;1471;;;925;975;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;05/09/2026;05/09/2026;3;T3;PRINCIPAL;GLO;1216;1219;;;940;985;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;05/09/2026;05/09/2026;6;T6;PRINCIPAL;TAM;3988;3143;;;1000;1050;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;05/09/2026;05/09/2026;4;T4;PRINCIPAL;GLO;1218;1855;;;1080;1155;4;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;05/09/2026;06/09/2026;3;T3;PRINCIPAL;GLO;1854;1857;;;1115;370;5;VOO;0;PROGRAMACAO SET26;B738;0;1
NAVEGANTES;05/09/2026;05/09/2026;5;T5;PRINCIPAL;AZU;4958;2861;;;1140;1190;3;VOO;0;PROGRAMACAO SET26;E295;0;1
NAVEGANTES;05/09/2026;05/09/2026;2;T2;PRINCIPAL;TAM;3408;3411;;;1145;1185;1;VOO;0;PROGRAMACAO SET26;A320;0;1
NAVEGANTES;05/09/2026;06/09/2026;4;T4;PRINCIPAL;GLO;1856;1231;;;1390;375;4;VOO;0;PROGRAMACAO SET26;B738;0;1
